id_transfermarkt,nombre_transfermarkt,posicion_transfermarkt,id_fbref,mejor_nombre_fbref,mejor_score
125186,jonathan gallardo,Defensa,dc827680,martin galmarini,55
125569,maxi rodriguez,Medio,936dd5b4,roman martinez,43
663076,lionel laborda,Medio,47efffc6,ivan bolano,48
422400,ezequiel montagna,Delantero,57f7bac9,ijiel protti,41
252785,jordan mosquera,Delantero,1e278026,jonathan ramis,48
260652,milton celiz,Delantero,741075ea,facundo melivillo,48
842911,patricio ostachuk,Defensa,82549f54,fabricio bustos,56
842912,federico rotela,Defensa,b1805c80,alexander barboza,50
854205,fernando chavez,Medio,6c2f5996,pablo hernandez,53
232142,jonathan menendez,Delantero,c921e659,brian martinez,45
830785,mauricio del castillo,Delantero,16349210,alan velasco,48
278956,facundo daffonchio,Portero,e488072d,jeronimo pourtau,41
667375,juan antonini,Defensa,5d59f2af,juan guasone,64
55875,lucas landa,Defensa,061f1eed,bryan cabezas,50
238153,wilfredo olivera,Defensa,bc78521f,elias lopez,44
89306,yamil garnier,Defensa,9438188a,yair ezequiel arismendi,50
570554,juan caviglia,Medio,af9d0aea,juan andrada,56
369708,maximiliano fornari,Medio,03c611a8,patricio ferreira,50
196038,francisco molina,Medio,e3c45b18,manuel monaco,48
343504,guido vadala,Delantero,f99cfccb,valentin burgoa,44
19959,ariel colzera,Delantero,e0abe95e,gabriel hauche,59
76828,diego chaves,Delantero,0f12c6ac,diego azcurra,64
510132,fernando nunez,Delantero,bc55bb5a,lisandro lopez,50
504258,rodrigo schlegel,Defensa,aeb53bd6,leonardo sigali,45
830782,fabian sanchez,Defensa,6027a024,mauricio martinez,39
840963,mauro luque,Defensa,6027a024,mauricio martinez,50
728256,luca andrada,Medio,4abac767,carlos alcaraz,46
840965,lucas nunez,Medio,392bd428,nicolas reniero,46
480774,matias zaracho,Medio,f2416544,matias rojas,69
836422,alan ortiz,Medio,698923cf,julian lopez,55
837973,nahuel gomez,Medio,955b2e8a,marcelo diaz,42
37433,ignacio piatti,Delantero,06a4bf18,dario cvitanich,41
931490,gaston viera,Delantero,62eef061,david barbona,48
362667,mateo cassierra,Delantero,4abac767,carlos alcaraz,48
818088,leandro godoy,Delantero,39e9c09a,walter montoya,52
424046,franco pizzicanella,Portero,4e49d4fd,cristian lucchetti,32
836261,kevin nickler,Medio,45cfa4ba,leonardo heredia,41
75407,jose luis fernandez,Medio,472ff3a8,franco mussis,56
88166,nicolas aguirre,Medio,44c271db,ramiro carrera,48
837975,matias solohaga,Delantero,b88beb53,matias alustiza,60
526433,german salort,Portero,96abc4be,joaquin papaleo,43
667653,lautaro petruchi,Portero,e40f365c,marcos peano,43
717685,emanuel sittaro,Portero,e81f3d39,emanuel bilbao,76
133915,alexis niz,Defensa,ffaebee2,lucas rodriguez,40
457539,gaston yabale,Defensa,0f978661,gonzalo requena,43
717686,jose villegas,Defensa,f88ec6d6,giuliano cerato,36
39408,facundo erpen,Defensa,b4c8e4c5,fernando alarcon,55
441269,emiliano endrizzi,Defensa,f88ec6d6,giuliano cerato,44
153690,franco canever,Defensa,a8150001,franco diaz,71
132347,leonardo ferreyra,Defensa,0cc742f4,lautaro carrera,62
105894,franco flores,Defensa,a8150001,franco diaz,71
697042,misael gutierrez,Defensa,ac2206e1,miguel brizuela,45
441266,ignacio antonio,Medio,0373879c,gaston lodico,57
437774,javier liendo,Medio,6a00c4b0,silvio romero,46
723628,cristian carrizo,Medio,189d9c64,nicolas barrientos,47
113023,facundo silva,Medio,0b419c37,jonas acevedo,46
698918,maximiliano lopez,Delantero,c6f21917,matias klimowicz,48
58383,gonzalo castillejos,Delantero,0b419c37,jonas acevedo,44
5947,daniele de rossi,Medio,614b26e3,emanuel reynoso,52
830479,gaston gerzel,Delantero,265743a1,pablo gerzel,72
520847,joaquin mendive,Portero,949bc248,antony silva,37
30757,renato civelli,Defensa,9d2cc066,ezequiel navarro,47
503368,fernando cosciuc,Defensa,fb472db0,leandro grimi,48
830477,lucas valente,Defensa,8302dba4,lucas merolla,56
627236,agustin casco,Medio,3f332fc1,adrian calello,52
848786,matias forlano,Medio,02a496ff,mariano bareiro,48
371840,nicolas cordero,Medio,02a496ff,mariano bareiro,47
740024,braian maidana,Delantero,016a7f95,martin ojeda,46
283394,diego mendoza,Delantero,ea5d0211,fernando coniglio,53
745881,pablo oro,Delantero,78f10ec0,nicolas cordero,42
361719,lucio chiappero,Portero,036f15cf,ezequiel unsain,33
748212,matias barrios,Defensa,1b2f1090,adonis frias,54
832088,pedro ramirez,Defensa,c7f7afc5,guido mainero,46
844801,walter chavez,Defensa,03d0ea9a,hector david martinez,41
844802,kevin lencina,Medio,dd7e0773,valentin larralde,47
740671,tomas escalante,Medio,6b6c72ac,marcelo benitez,47
851805,ulises sandoval,Medio,326d97cd,jose gonzalez,43
514928,jonathan farias,Medio,b2fabf7e,nahuel barrios,55
639384,tomas ortiz,Medio,94ec1c0a,raul loaiza,45
814968,maximiliano luayza,Medio,6e434dbc,matias laba,55
604616,ignacio aliseda,Delantero,0e9284fe,mauricio duarte,47
819997,nicolas gonzalez,Delantero,a548428a,nicolas leguizamon,65
569142,carlos franco,Portero,3723f64a,ignacio chicco,44
697066,agustin rufinetti,Portero,93649708,juan espinola,40
112091,rodrigo erramuspe,Defensa,fa2c1419,mariano troilo,45
320756,alejandro cabral,Defensa,02dfa252,alejandro rebola,75
669587,gino barbieri,Defensa,6bdb7078,juan barinaga,46
55397,juan quiroga,Defensa,6bdb7078,juan barinaga,64
495111,juan salas,Defensa,6bdb7078,juan barinaga,61
89259,sebastian luna,Defensa,c3f9ebff,anibal leguizamon,45
55860,hernan bernardello,Medio,5e045116,geronimo heredia,53
77131,martin rivero,Medio,e11f5921,matias marin,56
30929,gabriel penalba,Medio,09773645,ariel rojas,54
193945,gaston gonzalez,Medio,d454a739,francisco gonzalez,73
74688,ricardo noir,Medio,9a102b86,santiago longo,46
534617,fabricio brener,Delantero,31d73bbd,nicolas fernandez,44
724220,ulises sanchez,Delantero,31d73bbd,nicolas fernandez,45
724219,martin garnerone,Delantero,e11f5921,matias marin,57
727821,ivo costantino,Delantero,768f11ca,maximo oses,40
55184,elias gomez,Portero,3372ab71,marcelo mino,35
697403,mariano monllor,Portero,3372ab71,marcelo mino,59
565005,enzo ortiz,Defensa,094c0621,rodrigo insua,43
124947,fernando gonzalez,Defensa,687e908f,gonzalo goni,55
94054,ezequiel filippetto,Defensa,7a1a4096,nicolas tolosa,30
357337,gaston bojanich,Defensa,687e908f,gonzalo goni,52
78493,nicolas minici,Defensa,328cb061,nicolas demartini,77
697404,matias tapia,Defensa,e1dac904,maximiliano puig,50
20681,clemente rodriguez,Defensa,094c0621,rodrigo insua,52
354077,federico mazur,Defensa,d04ee029,facundo mater,52
125190,facundo oreja,Defensa,d04ee029,facundo mater,70
457543,matias acuna,Defensa,d04ee029,facundo mater,64
542137,francisco sole,Medio,23f646f1,siro rosane,48
742652,isaac suarez,Medio,6b002771,alex juarez,61
125063,ramiro lopez,Medio,23f646f1,siro rosane,52
87356,jorge velazquez,Medio,162012b6,javier ruiz,38
728522,luciano romero,Medio,a2232656,alan cantero,54
423933,sebastian riquelme,Medio,03b736c5,santiago coronel,53
536151,rodrigo pacheco,Delantero,a3b898ff,federico aguirre,45
80241,mauro matos,Delantero,93cfb989,marco iacobellis,59
54857,franco niell,Delantero,02e13312,facundo kruger,46
94342,carlos salom,Delantero,03b736c5,santiago coronel,50
99338,nicolas trecco,Delantero,93cfb989,marco iacobellis,60
278980,leonel buter,Delantero,8d7881e1,facundo bruera,46
87409,guillermo sara,Portero,ef223e5f,agustin rossi,44
503005,gabriel carrasco,Defensa,eb6e8325,pablo aranda,50
844796,gonzalo casazza,Medio,0373879c,gaston lodico,43
606268,pablo martinez,Delantero,24e73dc1,juan pablo krilanovich,56
838406,gonzalo torres,Delantero,ee3af1c7,cristian torres,60
838390,joaquin gomez,Portero,e4bcd56b,sebastian moyano,34
343359,yeimar gomez andrade,Defensa,70e92629,francisco gerometta,41
610261,raul zules caicedo,Defensa,881fe7e6,jorge zules,62
579974,franco godoy,Defensa,838dea0a,franco calderon,67
285772,javier mendez,Medio,3c90a04a,oscar mendez,72
209708,sebastian assis,Medio,b97a9973,alberto assis,57
840966,brian sobrero,Medio,2f9ae3a1,juan portillo,46
545618,braian alvarez,Delantero,1ebd3fa2,javier cabrera,43
323834,alfredo pussetto,Delantero,3fe63f42,fernando andres marquez,41
90419,alfredo ramirez,Medio,2aebc81b,fernando juarez,60
134417,marcelo vega,Medio,24a99c0e,carlos villalba,52
240056,leonardo baima,Medio,8bf58693,braian rivero,59
118272,gonzalo bazan,Medio,278f93a4,ronaldo martinez,55
382245,elias borrego,Medio,88ad94f7,luis angulo,50
620159,gianluca pugliese,Delantero,88ad94f7,luis angulo,50
706850,ian puleio,Delantero,8c9e96c5,mateo pellegrino,54
89322,javier rossi,Delantero,3d395749,tobias cervera,46
711336,tomas lujan,Delantero,df0058c1,lucas ocampo,52
67495,daniel vega,Delantero,dde3e2aa,franco minerva,48
823866,hernan cardozo,Portero,6ed98536,carlos lampe,46
844952,anderson rey,Defensa,e4232b08,sergio adrian,48
745887,marc enoumba,Defensa,35133d99,marcos barrera,54
499625,eduardo puna,Defensa,faf55997,juan orellana,40
1169017,jharick machicao,Medio,2690ac9a,marcelo gallardo,44
745891,juan adrian,Medio,9d51fbed,cristian arabe,48
745886,kevin romay,Medio,8aa9aafe,josue mamani,35
874072,uellington martins,Medio,fb51a554,milton garzon,52
656722,jorge rojas,Delantero,811dd560,junior romay,61
143020,jair torrico,Delantero,4e42d741,duvier riascos,54
1153629,carlos suarez,Delantero,a115eaaa,anderson rey,48
874054,marcelo estrada,Delantero,39f9949f,marc enoumba,52
573703,jimmy isita,Delantero,fd7426da,francisco isita,62
355856,luis martelli,Defensa,bc046c6d,luis demiquel,62
126783,maximiliano ortiz,Medio,f205555c,moises calero,40
143021,walter veizaga,Medio,b08e6648,walter veizaga,100
212954,willie,Medio,f205555c,moises calero,32
353077,carlos anez,Delantero,1432c274,jair reinoso,43
481211,henry vaca,Delantero,f14768e7,harold reina,36
585474,moises calero,Delantero,1432c274,jair reinoso,40
598100,rodrigo banegas,Portero,0b3f06cc,luis banegas,74
850653,jesus estrada saavedra,Defensa,53599e0e,daniel franco,34
347185,sueliton,Defensa,e09d4461,widen saucedo,48
598934,wilfredo soleto,Defensa,e09d4461,widen saucedo,50
453084,mario cuellar,Defensa,8888873c,marcelo suarez,44
742669,brayan calderon,Defensa,53599e0e,daniel franco,36
843275,rodrigo saucedo,Defensa,e09d4461,widen saucedo,70
873642,daniel zapata,Defensa,53599e0e,daniel franco,63
742668,santos navarro,Defensa,8888873c,marcelo suarez,43
388691,alan mercado,Medio,4bf6c47a,brayan calderon,59
563403,hector sanchez,Medio,db91442c,matheo zoch,48
420753,juan ribera,Medio,a6cc0e65,alexis ribera,71
214751,juan diego gutierrez,Delantero,1a757168,juan viveros,50
745875,carlos soliz,Delantero,e20ffa69,juan carlos montenegro,67
454658,matheo zoch,Delantero,000b90df,hector sanchez,48
336573,walter rioja,Defensa,9679a061,ervin montero,48
823542,leonardo urapuca,Defensa,918a8132,katuary urapuca,65
874030,fabian mendieta,Defensa,9679a061,ervin montero,43
844105,jose pinto,Defensa,88c53e1e,jose maria carrasco,57
389865,erwin sanchez,Medio,8ed091e6,richard spenhay,43
197856,fernando arismendi,Delantero,7feef1ec,juan daniel ferrufino,51
742608,jose veizaga,Delantero,0264f17b,rafael barros,40
742604,clody menacho,Delantero,780803d8,cesar menacho,70
584630,fernando castro,Portero,b7f90e05,matheus teixeira,39
632653,joao pedro ribeiro,Defensa,31d1ed52,joao pedro,100
714481,jaques,Defensa,f612025c,wanderson,40
740046,paulinho,Defensa,72c01cfb,juninho,67
371252,helio junior,Defensa,72c01cfb,juninho,53
680381,luciano buiu,Medio,832ab167,danielzinho,43
722456,caio mello,Medio,94cc9e88,marco antonio,52
796588,jeferson douglas,Medio,85c1009d,clayson,43
863457,luiz felipe,Medio,0df8c3bc,elber,38
323849,cristiano,Medio,6adb0b79,thiago,53
680379,gustavo custodio,Delantero,94cc9e88,marco antonio,48
987055,joao pedro,Delantero,05748af4,jadson,50
432970,gabriel esteves,Delantero,297a324a,gabriel novaes,76
796587,edilson,Delantero,05748af4,jadson,62
669535,caique,Delantero,85c1009d,clayson,31
72540,alejandro guerra,Medio,1f4aaad9,pedro acacio,43
743826,luiz guilherme,Medio,01819e70,gabriel menino,43
663319,marino hinestroza,Delantero,5793b526,fabricio biato,52
627224,gabriel silva,Delantero,63904ba9,gabriel vieira,74
816137,juninho,Delantero,1bd0edcc,jean quinonez,50
573404,luan silva,Delantero,55a5d959,ivan angulo,57
742021,miguel,Defensa,b1a405dc,gabriel dias,44
740493,geilson,Medio,057059ad,ederson,57
494835,willian santos,Medio,734ff772,lucas alisson,37
685504,wendew,Delantero,057059ad,ederson,46
403346,filipe,Portero,8bae322b,walter,33
184156,yago,Defensa,a9cc58fe,fagner,40
792345,raul gustavo,Defensa,79af412b,raul bicalho,58
688690,igor formiga,Defensa,8b364abd,igor marques,58
583064,thiago conti,Medio,45075f2f,victor cantillo,52
636314,gustavo silva,Delantero,c9ed46c4,gustavo mosquito,70
688873,matheus cabral,Defensa,8a493d50,joao lucas cardoso,44
653343,marcinho,Medio,52e7ddd3,leandrinho,67
740373,renato soares,Medio,8fe5bdcd,renato,100
745447,cesinha,Medio,7676774a,renatinho,50
633052,gustavo poffo,Delantero,3e2952d1,gaston rodriguez maeso,40
665989,jo,Delantero,9348b02f,rildo,29
52844,marcelo oliveira,Defensa,e6a6379d,luis manuel orejuela,44
347016,leo gomes,Defensa,78f81520,pedro geromel,64
675242,guilherme azevedo,Delantero,8aa0de47,gui azevedo,79
226009,cleber reis,Defensa,84875a29,laercio,44
634815,anderson ceara,Medio,6f5249ed,diego pituca,46
214527,rafael longuine,Medio,91d5001e,lucas lourenco,41
677273,alexandre tam,Medio,1ee0513b,jean mota,55
685768,allanzinho,Delantero,c077c735,marinho,59
813109,bruno marques,Delantero,3f47ebce,marcos leonardo,50
102227,rodolfo,Portero,b96967e6,joao lopes,47
662334,marcelo pitaluga,Portero,06dc2861,pedro rangel,36
735788,higor gabriel,Defensa,26f4ef39,danilo barcelos,50
739163,paulo victor,Defensa,26f4ef39,danilo barcelos,44
549632,diogo,Defensa,66a50cd7,digao,80
808302,guilherme henrique,Defensa,8682349a,guilherme eulalio,69
363177,matheus cassini,Medio,701bb051,caio paulista,50
524438,matheus alessandro,Delantero,734a0997,fernando pacheco rivas,50
614947,gabriel capixaba,Delantero,e51d6f34,higor gabriel,70
314706,matheus pato,Delantero,d70a5433,marcos paulo,58
566842,victor hugo,Portero,5e8682b0,airton moraes,33
570584,leo lang,Portero,5e8682b0,airton moraes,38
294804,eduardo bauermann,Defensa,aed65960,eduardo gabriel,64
636505,luisao,Defensa,3e8c6e2c,savio,55
669868,joao cubas,Defensa,ce208556,joao paulo,60
700956,joao gabriel,Defensa,aed65960,eduardo gabriel,74
705489,thalys,Defensa,18fe3572,lucas luan,38
689543,borges,Medio,69897e09,leo gomes,40
54160,guilherme,Medio,69896b0e,gustavinho,42
285605,calyson,Delantero,7955714b,lohan,50
631787,marcos junior,Medio,77e9a4e7,joao rojas,52
574904,luan santos,Medio,12a226cf,luan silva,67
530392,vinicius barreta,Portero,22d45f72,vinicius melo,76
740376,valdir,Defensa,296e5c63,giovanni palmieri,43
520994,lucas ventura,Medio,4a870f60,arthur,42
739442,guilherme liberato,Medio,a4796c59,henrique pacheco lima,46
739439,alexandre jesus,Delantero,aed1e36b,rafael sobis,44
800648,riquelmo,Delantero,aed1e36b,rafael sobis,40
432158,tiago barbosa,Defensa,cf316639,renzo saravia,46
708263,carlos eduardo,Defensa,6af9484e,leonardo borges,55
680551,erik,Defensa,e0839492,heitor,40
742024,juliano fabro,Medio,65159211,yuri alberto,56
644203,netto,Delantero,8a861bc5,peglow,36
813039,leo ferreira,Delantero,ae6657a1,paolo guerrero,62
323921,juliano chade,Portero,85ea4399,jandrei,40
742034,leo linck,Portero,29d862d4,anderson,35
585264,pedrao,Defensa,4322e5d7,pedro henrique,50
540950,walber,Defensa,7f9c5d2d,abner,73
627930,wesley,Defensa,69897e09,leo gomes,53
34495,adriano,Defensa,53fc526b,marcio azevedo,48
739445,raimar,Defensa,53fc526b,marcio azevedo,40
739487,reginaldo,Defensa,5b6e7010,ze ivaldo,56
653905,leo simas,Defensa,69897e09,leo gomes,67
520623,matheus anjos,Medio,27c23008,carlos eduardo,44
645607,elias carioca,Delantero,27c23008,carlos eduardo,52
659705,paulo victor,Delantero,add9751e,walter,44
627234,iago andre,Delantero,7981aa31,reinaldo,56
658665,kleiton,Delantero,4d245e52,bruno leite,44
471994,geovane,Defensa,80ada964,angelo,46
627228,yan couto,Defensa,168c4a77,osman junior,48
262932,brayan lucumi,Medio,369d907c,nathan silva,40
443239,iago dias,Delantero,61a1586f,thiago lopes,57
255928,jordi,Portero,f1f06658,fernando miguel,30
52947,breno,Defensa,9f936061,neto borges,62
740275,menezes,Defensa,f28474a4,henrique,40
55270,ramon motta,Defensa,83300aa7,miranda,44
181782,guilherme costa,Medio,2da1c94c,guilherme parede,75
588627,lucas santos,Medio,8ee95cc6,lucas robinho,64
703321,gabriel pec,Delantero,c37ce1ca,gabriel chaves,78
268093,reinaldo lenis,Delantero,a4a43e78,simon contreras,34
692611,cristian barros,Delantero,a4a43e78,simon contreras,47
840429,patricio romero,Defensa,2436fa6b,roberto cereceda,52
749447,cristian pizarro,Medio,991f4565,santiago romero,45
539468,hugo herrera,Medio,991f4565,santiago romero,44
836081,renato araya,Delantero,6c18f2a0,marcelo larrondo,43
172088,lucas giovini,Portero,349560ec,diego tapia,33
872122,matias carreno,Portero,dcab7580,matias rodriguez,67
270885,gino alucema,Defensa,9215952d,fernando pinero,44
104855,andres reyes,Defensa,ec9e49f1,alonso walters,46
452567,santiago molina,Defensa,a4a43e78,simon contreras,47
727979,gonzalo santelices,Defensa,ec9e49f1,alonso walters,50
416524,kevin vasquez,Defensa,65fead39,albert acevedo,37
1087599,matias vasquez,Defensa,fd9658bf,matias poblete,60
25009,braulio leal,Medio,c1324d95,francisco pena,54
84240,diego rosende,Medio,53b8853a,yeiler goez,42
727992,alejandro zuniga,Medio,f82150c8,julian alfaro,62
88057,gonzalo bustamante,Medio,0a728b78,manuel vicuna,45
139184,carlos soza,Delantero,ff4e7684,carlos villanueva,71
516701,martin arenas,Delantero,90b8d646,alonso barria,54
125080,diego bielkiewicz,Delantero,97d1e54a,felipe flores,40
239535,camilo melivilu,Delantero,ff4e7684,carlos villanueva,56
727996,emiliano bahamondes,Delantero,f82150c8,julian alfaro,50
838417,rodrigo diaz,Delantero,90b8d646,alonso barria,40
119445,miguel jimenez,Portero,349560ec,diego tapia,32
80727,jorge ampuero,Defensa,413d55a8,rafael caroca,46
223794,darwin cerda,Defensa,2b8a2f77,carlos labrin,56
751964,jose navarrete,Defensa,b3c3322d,bernardo cerezo,41
838419,guillermo avello,Defensa,2b8a2f77,carlos labrin,41
534898,david tapia,Defensa,c9112411,lautaro pignata,46
325457,kevin valenzuela,Medio,b6c38ad4,ivan rozas,46
319466,andres diaz,Medio,3a712439,manuel rivera,50
72238,leonel corro,Medio,d47cd62c,lorenzo reyes,48
534287,jorge orellana,Medio,d47cd62c,lorenzo reyes,44
838420,benjamin trivino,Medio,42a9f369,jhonatan tempine,44
838421,juan araya,Medio,cfc3b3b7,gabriel graciani,38
494212,nicolas astete,Medio,b6c38ad4,ivan rozas,42
119440,anibal carvallo,Delantero,8c501a45,matias plaza,44
838418,adrian obando,Delantero,c6783145,benjamin araneda,55
369849,sebastian romero,Delantero,340c9789,pedro sanchez,48
223762,oscar ortega,Delantero,8748ef78,ismael sosa,43
727791,wladimir acuna,Delantero,c6783145,benjamin araneda,47
223759,david escalante,Delantero,340c9789,pedro sanchez,43
844438,alexander pastene,Defensa,53144c79,leonel galeano,58
661373,byron hernandez,Defensa,e34428ff,fernando lazcano,45
534272,nicolas nunez,Medio,70d27c9d,ronnie albornoz,43
740258,cristian aguirre,Defensa,0dca0fd9,santiago garcia,52
249756,diego rojas,Medio,c969e4b4,thomas rodriguez,52
674846,vicente ramirez,Delantero,7f219013,andres vilches,55
185652,nicolas maturana,Delantero,b4519dd4,nicolas blandi,67
740263,jason leon,Defensa,b3c3322d,bernardo cerezo,40
840957,cristian vega,Defensa,39f114d5,juan carlos soto,41
486175,esli garcia,Delantero,6d8c46f7,alexis valencia,54
737922,kevin fernandez,Medio,4535ab5d,alexander aravena,50
722510,byron vasquez,Delantero,9838cb70,gaston lezcano,37
749445,luis gonzalez,Portero,5c8fedee,alvaro salazar,30
538281,victor mendez,Medio,963706d2,felipe mendez,63
577011,ignacio nunez,Medio,9339e4be,ignacio nunez,100
662741,cesar diaz,Delantero,bda5fc40,daniel castro,52
698487,nicolas nocetti,Portero,54ae2b94,raul olivares,36
119406,lucas dominguez,Defensa,31ecbf29,lucas fasson,59
747715,sergio arriagada,Medio,26469f4a,danilo catalan,47
178987,martin tonso,Delantero,c54d3799,humberto suazo,46
740460,marcelo medel,Defensa,2b8a2f77,carlos labrin,46
371822,ignacio ayala,Defensa,41780e7b,ignacio mesina,70
747784,camilo rozas,Portero,7fd17864,luis santelices,30
560312,jorge diaz price,Medio,a08316ae,jorge roberto diaz,77
747833,sebastian sasso,Medio,a2dbd95b,matias leiva,44
604861,sebastian valenzuela,Defensa,e2096946,marvin vallecilla,54
119407,juan herrera,Medio,a00da954,julian guevara,62
654027,miguel martinez,Medio,b5aa1ce6,cristian marcelo alvarez,46
774606,jose luis vivas,Medio,82ea9c81,edis ibarguen,43
1090597,jostyn juaginoy,Medio,2e46b7e3,john pajoy,56
76643,jhon fredy pajoy,Delantero,2e46b7e3,john pajoy,69
491540,brayan gomez,Delantero,aecff6f2,ray vanegas,52
643928,duban palacio,Delantero,2e46b7e3,john pajoy,43
73695,sergio herrera,Delantero,9726bcd1,feiver mercado,50
656819,cristian diaz,Delantero,f94eb3da,jeison medina,54
463397,mauricio cortes,Delantero,229a8702,federico laurito,52
863709,juan pablo gallego,Delantero,b04df630,juan fernando caicedo,56
745172,daniel castro,Delantero,b53310c1,leonardo castro,63
855900,juan diego ospina,Delantero,b04df630,juan fernando caicedo,58
182120,javier lopez,Defensa,a0dabe24,alejandro moralez,48
687673,alexander porras,Defensa,fc08cd7c,ciro porras,71
666225,camilo charria,Delantero,66708a43,patricio cucchi,41
421214,antony otero,Delantero,7366a2f1,hollman mccormick,34
339762,camilo rosero,Delantero,f95a075f,diego valdes giraldo,36
569225,sergio pabon,Portero,2178177d,reinaldo fontalvo,41
208715,fredy hinestroza,Delantero,0fd87187,carmelo valencia,31
362579,ramon cordoba,Defensa,e1fe0643,jean colorado,62
495692,duvan sevillano,Defensa,a92e9820,julian millan,64
655423,julio galindo,Defensa,135cb3ec,fabio delgado,54
906449,oscar vidal,Defensa,2956b247,duvan viafara,42
1139062,jhonnier valencia,Defensa,37ff9a99,stiven valencia,70
140007,john jairo montano,Defensa,ee42e509,jaison mina,62
362887,deiver parra,Defensa,9abe871c,andres felipe rivera,50
495728,daniel mera,Defensa,9abe871c,andres felipe rivera,52
356100,arlenzon ucros,Medio,ab64aa8c,mauricio gonzalez,52
426607,heisen izquierdo,Medio,9726bcd1,feiver mercado,53
587461,manuel isaza,Medio,7f50c23b,juan manuel valencia,67
495718,jhon lascano,Medio,be9d2c29,jose palacios,56
655427,edwin laszo,Medio,a8f32dc4,edwin ramos,73
495719,carlos castillo,Medio,997816fb,guillermo murillo,44
655426,wilson angulo,Medio,74c69dfd,wilder guisao,54
495724,mateo trejos,Medio,6c39a529,andres aedo,61
1088739,juan lucumi,Delantero,7f50c23b,juan manuel valencia,53
362092,miguel medina,Delantero,10af93d4,juan camilo mosquera,42
1130011,dayler dominguez,Delantero,6e159787,alexis manyoma,40
328617,over garcia,Delantero,74c69dfd,wilder guisao,50
426608,oscar camilo,Delantero,10af93d4,juan camilo mosquera,67
587555,ivan ibanez,Delantero,b5fc3578,kener valencia,48
495721,duvan sanchez,Delantero,7f50c23b,juan manuel valencia,42
912007,sebastian angulo,Delantero,e443cde3,juan sebastian herrera,72
977716,yubeiquer arenas,Delantero,2165a331,yeferson contreras,53
655430,johan montes,Delantero,ed841685,johar mejia,61
156569,eliser quinones,Delantero,e41ac42e,jose guillermo ortiz,34
572048,juan camilo salazar,Delantero,590cdede,hansel zapata,38
626686,jorge rengifo,Delantero,b8381493,ricardo marquez,43
614973,david quintero,Portero,0cf7ab69,luis quintero,76
185247,jefferson murillo,Defensa,0023571b,felipe jaramillo,48
614971,cristian hinestroza,Defensa,bb5149ee,cristian arrieta,74
582545,juan nieva,Medio,12d9e631,juan pablo zuluaga,57
572041,sebastian palma,Defensa,49f87705,juan palma,67
610253,junior julio,Defensa,4801084f,jose clavijo,50
76922,lewis ochoa,Defensa,d95cd1eb,elvis mosquera,48
313072,juan jimenez,Portero,64b12717,joan parra,36
571907,luis rodriguez,Defensa,8a43d9c8,luis tipton,53
822683,camilo suarez,Defensa,0b4b9313,juan suarez,71
580791,mateo giraldo,Medio,8efce18d,jairo palomino,52
653383,yiran puerta,Medio,31e0d112,yeison guzman,48
498685,camilo velazquez,Medio,b06de6d9,camilo paternina,56
77182,yamilson rivera,Delantero,31e0d112,yeison guzman,50
783692,andres angulo,Delantero,ea28e9a8,oswal alvarez,46
745621,alexis estupinan,Defensa,5e5f8874,cristian blanco,45
638621,ontonellar jimenez castano,Defensa,010af8bc,yoiver gonzalez,39
189108,jesus mena,Defensa,5da52e88,jherson mosquera,54
638596,juan florez,Medio,f0cac219,jorge posada,43
654248,camilo ariza,Portero,3eea25ca,david gonzalez,38
837445,santiago sandoval,Defensa,09d9f0bc,juan camilo angulo,46
498266,mateo puerta,Defensa,7d8dd269,eduar caicedo,48
711141,rafael tapia,Delantero,ebc99769,carlos lizarazo,37
653761,lucas cueva,Portero,0c1b4313,marcelo suarez,40
624472,kelvis rivera,Defensa,a35184fd,jose pedro fuenzalida,41
745187,rockson renteria,Defensa,a35184fd,jose pedro fuenzalida,43
835258,jean bone,Defensa,27e719d5,juan cornejo,67
669722,luis castillo,Defensa,a0901166,carlos salomon,44
391664,carlos peralta,Defensa,a0901166,carlos salomon,64
178388,andres ona,Medio,4535ab5d,alexander aravena,52
400945,kevin minda,Medio,b8fc737c,cesar munder,43
76811,facundo martinez,Medio,b6d1cf5c,marcelino nunez,52
285855,jonathan betancourt,Delantero,4535ab5d,alexander aravena,44
687978,edison guerrero,Delantero,53bdece3,edson puch,56
264389,bryan ona,Delantero,4680cb30,diego buonanotte,40
594302,yarol tafur,Delantero,b2756758,fernando zampedri,36
348042,bryan de jesus,Delantero,4680cb30,diego buonanotte,40
342251,fernando pinillo,Defensa,383ea1c4,andy burbano,43
801866,joel macias,Defensa,1e2ccc8d,anthony macias,71
441627,niko kata,Medio,8e6ead58,david noboa,40
302576,juan rojas,Delantero,590c3053,carlos garces,43
400962,yeison guerrero,Delantero,28c2dcbc,jairo carreno,50
263602,jonathan gonzalez,Delantero,9c7f7115,martin alaniz,47
819710,liberman torres,Defensa,4408ee43,luis ortiz,40
704887,mateo ortiz,Medio,bd8ddbd6,christian ortiz,62
659796,neicer acosta,Delantero,88f76c19,jhon jairo sanchez,45
704885,angello peralta,Delantero,84c116b4,efren mera,40
682691,fricson borja,Delantero,16e10ce2,jacob murillo,46
507653,carlos montano,Medio,5026b340,jean montano,74
45874,michael arroyo,Delantero,980ebb91,christian aleman,33
277015,washington vera,Delantero,980ebb91,christian aleman,45
512247,stalin caicedo,Delantero,c896354b,cristian colman,48
